Product Name,Price,Rating,Number of Reviews,Amount of products sold out,Product Link,Actual listed price
"DOOGEE Blade GT AI 5G Rugged Phone Unlocked,LED Light Effect,6nm D7050 CPU,32GB+256GB/2TB,10.5mm Ultra-Thin Android 14 Rugged Smartphone,6.72"" FHD+120Hz,48MP,5500mAh+18W,NFC/Face ID/Fingerprint/WiFi6",$429,5.0 out of 5 stars,11,,https://www.amazon.com/DOOGEE-Unlocked-Ultra-Thin-Smartphone-Fingerprint/dp/B0DG27PKTD/ref=sr_1_71?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-71&xpid=7-jNfIGsSwLb8,$459.99
"Motorola Moto G54 5G Dual SIM | 8+256GB ROM | GSM Unlocked Smartphone | 6.5"" 120Hz IPS LCD Display | Android 13 | 50MP Camera | Li-Po 6000 mAh Battery | International Model - (Blue)",$169,4.2 out of 5 stars,1.5K,100+ bought in past month,https://www.amazon.com/Motorola-Unlocked-Smartphone-Display-International/dp/B0CQ3V9435/ref=sr_1_72?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-72&xpid=7-jNfIGsSwLb8,$194.99
"DOOGEE S200 X (2025) 5G Rugged Phone,32GB+512GB/TF 2TB, Android 14 Rugged Cell Phone with 1.32"" Amoled Screen,10100mAh/33W,100MP+20MP+20MP Rugged Smartphone,6.72"" FHD/120Hz,Waterproof Phone,NFC/OTG",$499,4.8 out of 5 stars,18,,https://www.amazon.com/DOOGEE-S200-10100mAh-Smartphone-Waterproof/dp/B0DMT1V7SB/ref=sr_1_73?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-73&xpid=7-jNfIGsSwLb8,
"5.0 Inch HD Display, Dual SIM 3G/2G Cheap Mobile Phone, 16GB ROM【Expandable up to 128GB】, Android 9.0, WiFi/Bluetooth/Face Unlocked Phone (Blue)",$51,3.9 out of 5 stars,41,50+ bought in past month,https://www.amazon.com/LatsYrs-Display-ROM%E3%80%90Expandable-Bluetooth-Unlocked/dp/B0DB5GZLW9/ref=sr_1_74?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-74&xpid=7-jNfIGsSwLb8,
"Google Pixel 7 Pro - 5G Android Phone - Unlocked Smartphone with Telephoto , Wide Angle Lens, and 24-Hour Battery - 128GB - Snow",$399,4.1 out of 5 stars,521,,https://www.amazon.com/Google-Pixel-Pro-Smartphone-Telephoto/dp/B0BCQWVFPW/ref=sr_1_75?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-75&xpid=7-jNfIGsSwLb8,
"Mini Smartphone Students Quad Core Smallest Mobile Phone 3.0 Inch Unlocked Android Kids Cell Phones Dual Sim Card Cute Palm Child 3G Small Smartphone (Black,2GB+16GB)",$49,3.3 out of 5 stars,164,200+ bought in past month,https://www.amazon.com/Hipipooo-Smartphone-Android-Phones-Camera/dp/B0CMHRVQBV/ref=sr_1_76?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-76&xpid=7-jNfIGsSwLb8,$59.99
"DOOGEE V40 Rugged Smartphone 5G Unlocked,512GB+32GB Rugged Phone,4nm D7300,6.78"" FHD+120Hz Rugged Cell Phone,108MP+AI Camera,8680mAh Battery 33W,NFC/5G Dual SIM/WiFi 6E/Face/Fingerprint ID",$579,5.0 out of 5 stars,26,,https://www.amazon.com/DOOGEE-Smartphone-Unlocked-8680mAh-Fingerprint/dp/B0DFM6W9H7/ref=sr_1_77?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-77&xpid=7-jNfIGsSwLb8,
"DOOGEE Blade 10 Ultra (2025) Rugged Smartphone, 20GB RAM+256GB ROM Rugged Phone Unlocked Android 14,6.56''90Hz Display,50MP Camera, IP68/IP69K Waterproof Phones, Face ID/NFC/GPS/OTG",$279,4.4 out of 5 stars,35,50+ bought in past month,https://www.amazon.com/DOOGEE-Blade-10-Ultra-Smartphone/dp/B0D6YWSJ1B/ref=sr_1_78?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-78&xpid=7-jNfIGsSwLb8,
BLU G84 | 2024 | 3-Day Battery | Unlocked | 6.8” FHD+ Infinity Dot Display | 256GB | Triple 50MP Camera | NFC | US Version | US Warranty | Blue,$179,3.8 out of 5 stars,36,200+ bought in past month,https://www.amazon.com/BLU-Battery-Unlocked-Infinity-Warranty/dp/B0DD2L8STC/ref=sr_1_79?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-79&xpid=7-jNfIGsSwLb8,
Motorola Edge | 2021 | 2-Day battery | Unlocked | Made for US | 8/256GB | 108MP Camera | Nebula Blue,$199,4.2 out of 5 stars,1.7K,100+ bought in past month,https://www.amazon.com/Motorola-battery-Unlocked-Camera-Nebula/dp/B098TXKW8K/ref=sr_1_80?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.4sCjioNnFR4nbNx7_RGi0578Zdc0UGx7m7pQnblwVbeHnXcABv-eHIM36yhn33g5icKVFjLsR1aZIE84uyc1s7wyboAOYVbSADCkP6bAhJUp0a1vs6V_o3S_dAcx3cpHYZ3mQFRFTuOygNxlZ6jK6zOeJLv7mkmP3RI5tMa78QuyEhitsG7ts1PcqiaQC75iKOOxYZbB5Vh2KNIblZV-f_4cEtm6RUtfLoPc7zDipl4.6EPw71RwfykdPApZ9MxaDAY-WOLvCSgeDRMuM9n07ro&dib_tag=se&keywords=smartphones&qid=1735657952&sprefix=smartphones%2Caps%2C212&sr=8-80&xpid=7-jNfIGsSwLb8,$219.00
"8849 Tank 3 Pro Rugged Smartphone Unlocked, Android 14 Waterproof Rugged Cell Phone with Projector, 6.79"" 23800mAh 5G Mobile Phones 32GB RAM 512GB ROM, Dual SIM/Camping Light/2TB Expand/OTG/GPS",$629,4.0 out of 5 stars,7,50+ bought in past month,https://www.amazon.com/8849-Smartphone-Unlocked-Waterproof-Projector/dp/B0DK5GPVBZ/ref=sr_1_81?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-81&xpid=7-jNfIGsSwLb8,
Unlocked Android Phone A14 pro max Smartphone 6GB+256GB Cell Phone 24MP+50MP Camera Pixels 5000mAh Battery for Extended Standby 6.8-inch HD Screen Mobile Phone 5G Dual SIM (Purple),$138,5.0 out of 5 stars,7,,https://www.amazon.com/fuxinya-A14-pro-max-Smartphone/dp/B0DHH1KKH8/ref=sr_1_82?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-82&xpid=7-jNfIGsSwLb8,$199.99
KXD A07 Smartphone | 6.52-Inch Screen Cell Phone | 4500 mAh Battery | 8/128GB with 256GB Extend Memory | Android 12 Unlocked Mobile Phone | 13 MP + 8MP Main/Front Camera | Gray,$75,3.6 out of 5 stars,9,50+ bought in past month,https://www.amazon.com/KXD-A07-Smartphone-6-52-Inch-Unlocked/dp/B0CPHXZFBX/ref=sr_1_83?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-83&xpid=7-jNfIGsSwLb8,
Total by Verizon | TCL 50 XE 5G | Locked | 128GB | 5000mAh Battery | 50MP Camera | Blue,$49,3.2 out of 5 stars,7,100+ bought in past month,https://www.amazon.com/Total-Verizon-Locked-5000mAh-Battery/dp/B0DFHRCMQQ/ref=sr_1_84?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-84&xpid=7-jNfIGsSwLb8,$79.99
"MMY I24 Ultra 5G Unlocked Smartphone,6GB+256GB Fully Unlocked Cell Phone for Android 13, 6.8"" Unlocked Cell Phone, 6800mAh, 48MP+108MP Dual Camera/Dual SIM/Fingerprint Lock/Face (Green)",$188,4.0 out of 5 stars,9,,https://www.amazon.com/MMY-I24-Ultra-Smartphone-Fingerprint/dp/B0DK62LZPK/ref=sr_1_85?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-85&xpid=7-jNfIGsSwLb8,
Nokia G10 | Android 13 | Unlocked GSM Smartphone | 3-Day Battery | 3GB RAM | 64GB Storage | 6.52-Inch Screen | 13MP Triple Camera | Dusk | Not Compatible with Verizon or AT&T,$89,3.6 out of 5 stars,58,50+ bought in past month,https://www.amazon.com/Nokia-Android-Unlocked-Smartphone-6-52-Inch/dp/B0C37QXBH3/ref=sr_1_86?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-86&xpid=7-jNfIGsSwLb8,
"OUKITEL C51 Android 14 Smartphone - 6.8"" HD+ Screen Unlocked Cell Phones, 18GB+128GB/SD 1TB, 5150mAh Battery Mobile Phones, 13MP Camera, Three Slots, Face ID/Fingerprint, GPS, BT5.0,T-Mobile, Black",$159,4.4 out of 5 stars,402,50+ bought in past month,https://www.amazon.com/OUKITEL-C51-Android-Smartphone-Fingerprint/dp/B0DF2VF3QL/ref=sr_1_87?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-87&xpid=7-jNfIGsSwLb8,
"Nothing Phone (2a) Smartphone Unlocked 5G Android Phone Dimensity 7200 Pro, 50MP Dual Camera, 6.7'' AMOLED Display, 5000mAh Battery, NFC (Milk, 12+256GB)",$369,4.4 out of 5 stars,1K,50+ bought in past month,https://www.amazon.com/Nothing-Smartphone-Unlocked-Android-Dimensity/dp/B0CQ88L871/ref=sr_1_88?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-88&xpid=7-jNfIGsSwLb8,
Motorola Moto E14 XT2421-12 Dual Sim | 2GB Ram + 64GB Storage | GSM Factory Unlocked | International Model - (Gray),$72,3.7 out of 5 stars,42,200+ bought in past month,https://www.amazon.com/Motorola-XT2421-12-Storage-Unlocked-International/dp/B0D99J6GJ7/ref=sr_1_89?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-89&xpid=7-jNfIGsSwLb8,$77.75
"Blackview Color 8 Unlocked Android Phones, Octa-Core 16GB+128GB/SD 2TB Smartphones, 50MP Camera, 6000mAh+18W, 6.75"" HD+ 90Hz, Fingerprint ID Cell Phone, 3 Card Slots, 4G Dual SIM Phone, T-Mobile",$199,4.4 out of 5 stars,102,,https://www.amazon.com/Blackview-Color-Octa-Core-Smartphones-Fingerprint/dp/B0DHCKMRPK/ref=sr_1_90?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-90&xpid=7-jNfIGsSwLb8,
Cat S62 Pro Rugged unlocked 6GB Smartphone – North America Variant – with FLIR Thermal Imager – Full Warranty Support in US and Canada,$349,3.5 out of 5 stars,395,50+ bought in past month,https://www.amazon.com/CAT-PHONES-S62-Rugged-Smartphone/dp/B08YR66D1H/ref=sr_1_91?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-91&xpid=7-jNfIGsSwLb8,
"DOOGEE Blade10 Pro Rugged Phone 6.56"" HD+ 90Hz 16GB+256GB /TF 2TB, Android 14 Rugged Smartphone, 50MP + 8MP and 5150mAh, Rugged Cell Phone with Dual 4G/NFC/Face ID /IP68/IP69K, Ultra-Thin 11mm, Red",$249,4.6 out of 5 stars,47,,https://www.amazon.com/DOOGEE-Blade10-Pro-Smartphone-Ultra-Thin/dp/B0D8Q1NK1X/ref=sr_1_92?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-92&xpid=7-jNfIGsSwLb8,
"OUKITEL WP52 5G Rugged Smartphone - 16GB+256GB/TF 2TB Android 14 Rugged Phone, 6500mAh Large Battery, 6.6"" FHD+ Corning Screen, Dual Sim Cell Phone, 48MP+8MP Camera, NFC/OTG/BT5.2/T-Mobile, Black",$299,,,,https://www.amazon.com/OUKITEL-WP52-5G-Rugged-Smartphone/dp/B0D9P71F3T/ref=sr_1_93?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-93&xpid=7-jNfIGsSwLb8,
"DOOGEE S200 Rugged Smartphone 5G, 10100mAh 33W, 32GB+256GB Android 14 Rugged Unlocked Cell Phone with 1.32"" Rear Screen, 100MP+20MP Night Vision, 6.72"" FHD+ 120Hz, 4K, NFC, 5G Dual SIM, ATT, Verizon",$429,4.3 out of 5 stars,100,50+ bought in past month,https://www.amazon.com/DOOGEE-Smartphone-10100mAh-Android-Unlocked/dp/B0DBZJYD2T/ref=sr_1_94?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-94&xpid=7-jNfIGsSwLb8,
"Unihertz Jelly Max, The Smallest 5G Android 14 Smartphone 66W 100MP Panda Glass NFC OTG (Support T-Mobile & Verizon only)",$329,,,,https://www.amazon.com/Unihertz-Jelly-Max-Smallest-Smartphone/dp/B0DFM5B5CQ/ref=sr_1_95?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9._yVWqY9VymTQWi4Ec4XyCKDkqVLRTK0nCovJK9QX40_i8c8S3myUGEhGEU7JHYwUiveaQ5fiCIwxLLBqeF0rzY3eAtE0bhA2NKZk2o6gXxXnFqv8fSTNIFULjfZoI9gsy1CW6h6rFAK0dnjMgTjNdlUiK5_qpQzUBkcyfx-RmdnAoeqUjM7B2rU_MIJThCYShBfkSQ7-FQvekWHMCesPgXsOW1VkJB9XR7IwSkD5FB8.H0uYPE2YvdRfwj3RCBj_OD5GJO3IK5XebyqB-QwKGJM&dib_tag=se&keywords=smartphones&qid=1735657964&sprefix=smartphones%2Caps%2C212&sr=8-95&xpid=7-jNfIGsSwLb8,
