Product Name,Price,Rating,Number of Reviews,Amount of products sold out,Product Link,Actual listed price
"CAT S62 Cell Phone Unlocked (128GB, 4GB) 5.7"" IP68 Waterproof Rugged Smartphone, 12MP Dual Camera, All Day Battery, NFC, Fingerprint Unlock, Snapdragon 660 Nano Slot(Black) New",$179,4.5 out of 5 stars,2,,https://www.amazon.com/Unlocked-Waterproof-Smartphone-Fingerprint-Snapdragon/dp/B0DGTHPWW6/ref=sr_1_226?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-226&xpid=7-jNfIGsSwLb8,
"I16 PROMAX Unlocked Phone,8+256GB Smartphone, Android 13.0, Long Battery Life 7000mAh,6.99"" Display 68+108MP Zoom Camera,with Dual SIM, Fingerprint Lock, Face ID, 5G Phone (Deep Blue)",$179,5.0 out of 5 stars,6,,https://www.amazon.com/VSQAOF-Unlocked-Phone-Smartphone-Fingerprint/dp/B0DNLGFZ2Q/ref=sr_1_227?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-227&xpid=7-jNfIGsSwLb8,
"Ulefone Rugged Smartphone, Armor 25T Thermal Imaging Camera, Android 14 12GB + 256GB Helio G99 Octa-Core, 50MP + 64MP Night Vision, 33W/6500mAh 6.78 Inch 120Hz, IP68 Dual SIM 4G Unlocked Cell Phone",$369,5.0 out of 5 stars,1,,https://www.amazon.com/Ulefone-Smartphone-Armor-25T-4G/dp/B0DCZ3PWWV/ref=sr_1_228?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-228&xpid=7-jNfIGsSwLb8,
"X24 Ultra Android Phone,Android 13 Smartphone,8GB+256GB Unlocked Cell Phone,24MP+48MP Camera,6800mAh Battery,6.82"" HD Display,Support Dual SIM,GPS,US Version (Titanium Purple)",$149,3.5 out of 5 stars,6,,https://www.amazon.com/TIANZIFY-X24-Ultra-Smartphone-Unlocked/dp/B0DK5YBGNT/ref=sr_1_229?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-229&xpid=7-jNfIGsSwLb8,$159.95
"I15 Ultra Smartphone Unlocked Cell Phones 5G Phone Android 13 Mobile Phones with 7"" Display/8GB+256GB/48MP+108MP Camera/6800 mAh/Dual SIM/Build-in Pen (Violet)",$169,5.0 out of 5 stars,3,,https://www.amazon.com/I15-Smartphone-Unlocked-Android-Display/dp/B0DHCP9X1N/ref=sr_1_230?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-230&xpid=7-jNfIGsSwLb8,
"UMIDIGI Unlocked 5G Cell Phone,A13 PRO MAX 5G Smartphone 17GB+256GB Android 12 with 6.8"" Full Screen,64+5+5MP AI Triple Camera MediaTek Dimensity 900,5150mAh Battery Smartphones,WiFi 6.0,Warranty",$209,2.5 out of 5 stars,5,,https://www.amazon.com/UMIDIGI-Unlocked-Smartphone-Dimensity-Smartphones/dp/B0DJQD832J/ref=sr_1_231?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-231&xpid=7-jNfIGsSwLb8,
"I24 Ultra 5G Unlocked Phones, Built in Pen, Smartphone Battery 6800mAh 6.8"" HD Screen Unlocked Cell Phone, 6+256GB Android13 with 128G Memory Card, Face ID/Fingerprint Lock/GPS (Orange)",$188,3.3 out of 5 stars,10,,https://www.amazon.com/BAOWU-I24-Ultra-Smartphone-Fingerprint/dp/B0DPJDFJZ2/ref=sr_1_232?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-232&xpid=7-jNfIGsSwLb8,
"I14 Pro Max Unlocked Cell Phone,Smartphone Long Battery Life 6.8 HD Screen Unlocked Phones, 6+256GB Android 13.0 Memory Card, Dual SIM/Fingerprint Lock/Face ID/GPS (Purple)",$158,5.0 out of 5 stars,6,,https://www.amazon.com/RKKPSDK-I14-Unlocked-Smartphone-Fingerprint/dp/B0DP5L2XLG/ref=sr_1_233?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-233&xpid=7-jNfIGsSwLb8,
"Unlocked Cell Phone, S24 Ultra 5G Smartphone, Unlocked Android Phone, 8-Core 8GB+256GB 6800Mah Battery, 24mp+50mp HD Pixels, US Edition Dual-SIM, Face Unlocked, NFC/GPS (Sunset Orange)",$169,2.0 out of 5 stars,3,,https://www.amazon.com/dp/B0DNKFHK1H/ref=sr_1_234?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-234&xpid=7-jNfIGsSwLb8,
"DOOGEE S41 Plus Rugged Smartphone 2024,6300mAh Battery,8GB+128GB/TF 1TB,Android 14 Smartphone,Octa Core,IP68 Waterproof Phone,13MP AI Main Camera Rugged Phone,5.5"" IPS HD+ Display,Face Unlock,OTG/NFC",$179,4.0 out of 5 stars,47,,https://www.amazon.com/DOOGEE-Smartphone-6300mAh-Battery-Waterproof/dp/B0D73PM4FY/ref=sr_1_235?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-235&xpid=7-jNfIGsSwLb8,
"C24 Ultra Smartphone, 6+256GB Unlocked Cell Phone, Android 13.0, 48+108MP Zoom Camera, Build-in Pen,Long Battery Life 6800mAh, Dual SIM, 6.8“ HD Screen,Face ID/Fingerprint Lock/GPS (Orange)",$188,5.0 out of 5 stars,16,,https://www.amazon.com/nudecision-C24-Ultra-Unlocked-Android/dp/B0DMF48YPC/ref=sr_1_236?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-236&xpid=7-jNfIGsSwLb8,
"C24 Ultra 5G Smartphone 6+256GB Unlocked Phone,48+108MP Zoom Camera，6800mAh 6.8"" HD Screen Unlocked Cell PhoneAndroid 13.0,Face ID/Fingerprint Lock/GPS Phone,Built-in Pen (Gray)",$188,5.0 out of 5 stars,9,,https://www.amazon.com/yoresaw-C24-Ultra-Camera%EF%BC%8C6800mAh-PhoneAndroid/dp/B0DKXJ5FJP/ref=sr_1_237?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-237&xpid=7-jNfIGsSwLb8,
"DOOGEE S118 Rugged Phone Unlocked- 32GB RAM+512GB ROM Cell Phone, 10800mAh(33w) Battery Smartphone, 6.6''FHD+120Hz Dispaly, 50MP Camera, 4G Dual SIM Android 14 Phones, IP68/69K/Helio G100/GPS/NFC/OTG",$299,4.5 out of 5 stars,22,,https://www.amazon.com/DOOGEE-S118-Unlocked-10800mAh-Smartphone/dp/B0DMV7Z3DM/ref=sr_1_238?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-238&xpid=7-jNfIGsSwLb8,
DOOGEE S41T Rugged Smartphone S41 Plus Rugged Smartphone,$nan,,,,https://www.amazon.com/DOOGEE-S41T-Rugged-Smartphone-Plus/dp/B0DRG4GTXP/ref=sr_1_239?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-239&xpid=7-jNfIGsSwLb8,
"Mini 3G Unlocked Smartphone 3.0 Inch Dual Sim Quad Core 2000mAh Kids Mini Phone Premium Child Phone Small Phone Student Pocket Cellphone, 2+16GB(Black)",$49,,,,https://www.amazon.com/IBOZOU-Unlocked-Smartphone-2000mAh-Cellphone/dp/B0DRL12KKN/ref=sr_1_240?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.i0j40f1nPE4BKxKeFbGT0Qda7T8OPB9tDMjp5dJU5o63ijwCZ17rUSKN8xrDrW3N992Dc_Wj_AvAurC02mDsEEie_5ev6lRr2_h7dPQGIfYDTuPxObBN5YcOh07iC8nluY0hi20v_bY9E8MSzXnQUrB--uy9-arqp9Fu-uEXBZlkK-bLhjuFJataBexxFd5x5bukEotwvIwZ0jk1S52kBTfsvgjnr1xRfQXNSBuCjsE.38aknVU78oZXKonHhs4AVc0aXXmkCslxAOSvrWbvtH0&dib_tag=se&keywords=smartphones&qid=1735658051&sprefix=smartphones%2Caps%2C212&sr=8-240&xpid=7-jNfIGsSwLb8,
Unlocked Cell Phone Pova5 Pro Smartphone 8GB+256GB Android Phone 24MP+50MP Camera 6800mAh Battery 6.82-inch HD Screen Mobile Phone 5G Dual SIM (Blue),$129,5.0 out of 5 stars,4,,https://www.amazon.com/fuxinya-Pova5-Pro-Smartphone-6-82-inch/dp/B0DKNVZV9W/ref=sr_1_241?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-241&xpid=7-jNfIGsSwLb8,
Pova5 pro Unlocked Android Phone Smartphone 8-core 6GB+256GB Cell Phone 24MP+50MP Camera Pixels 6800mAh Battery for Extended Standby 6.8-inch HD Screen Mobile Phone 5G Dual SIM Card (White),$129,5.0 out of 5 stars,3,,https://www.amazon.com/fuxinya-Pova5-pro-Unlocked-Smartphone/dp/B0DJRH55DW/ref=sr_1_242?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-242&xpid=7-jNfIGsSwLb8,
"I24 Ultra 5G Unlocked Smartphone,6GB+256GB Fully Unlocked Cell Phone for Android 13, 6.8"" Unlocked Cell Phone, 6800mAh, 48MP+108MP Dual Camera/Dual SIM/Fingerprint Lock/Face (Black)",$189,5.0 out of 5 stars,8,,https://www.amazon.com/Nawfait-I24-Ultra-Smartphone-Fingerprint/dp/B0DR7CMCJ6/ref=sr_1_243?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-243&xpid=7-jNfIGsSwLb8,
"MMY I24 Ultra 5G Unlocked Smartphone,6GB+256GB Fully Unlocked Cell Phone for Android 13, 6.8"" Unlocked Cell Phone, 6800mAh, 48MP+108MP Dual Camera/Dual SIM/Fingerprint Lock/Face (Blue)",$188,4.0 out of 5 stars,9,,https://www.amazon.com/MMY-I24-Ultra-Smartphone-Fingerprint/dp/B0DPJFFKHM/ref=sr_1_244?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-244&xpid=7-jNfIGsSwLb8,
"MMY I16 ProMAX Unlocked Cell Phone,6.99"" HD Screen Unlocked Phones,8+256GB Android 13 7000mAh Long Battery Life Smartphone,5G/Dual SIM/Fingerprint Button Unlock/Photos/Face ID (Green, 8+256)",$179,4.8 out of 5 stars,14,,https://www.amazon.com/MMY-I16-Unlocked-Smartphone-Fingerprint/dp/B0DL3P6SBQ/ref=sr_1_245?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-245&xpid=7-jNfIGsSwLb8,
DOOGEE S41T Rugged Smartphone N55 Android Phone,$nan,,,,https://www.amazon.com/DOOGEE-Rugged-Smartphone-Android-Phone/dp/B0DRVJF95G/ref=sr_1_246?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-246&xpid=7-jNfIGsSwLb8,
"X24 Ultra Unlocked Cell Phones, 8+384GB Smartphone, Android 13.0, Long Battery Life 6800mAh, 6.8"" HD Screen with 128GB Memory Card, Face ID/Dual SIM/5G/GPS/US Version (Snow White)",$199,,,,https://www.amazon.com/ChaosBandit-X24-Ultra-Unlocked-Smartphone/dp/B0DPLTMJF2/ref=sr_1_247?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-247&xpid=7-jNfIGsSwLb8,
"I16 PROMAX 5G Cell Phone,Smartphone Unlocked Cell Phone 8GB+256GB/6.99"" Display/68MP+108MP Camera/7000 mAh Battery Super Endurance, Dual SIM Card/Face Unlock/GPS (Black)",$179,5.0 out of 5 stars,6,,https://www.amazon.com/QPWOEIB-Phone-Smartphone-Unlocked-256GB/dp/B0DL5NJHDN/ref=sr_1_248?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-248&xpid=7-jNfIGsSwLb8,
"C23 Ultra 5G Unlocked Smartphone,8GB+512GB Fully Unlocked Cell Phone for Android 13 Unlocked Cell Phone 6.8"" HD Screen Battery 6800mAh,48MP+108MP Camera/Dual SIM/Fingerprint Lock/Face (Green)",$179,,,,https://www.amazon.com/FGKHKO-C23-Ultra-Smartphone-Fingerprint/dp/B0DNJMG8HF/ref=sr_1_249?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-249&xpid=7-jNfIGsSwLb8,
"Huness I14 Pro MAX Smartphone Unlocked Cell Phone, Battery 6800mAh 6.82"" HD Screen Unlocked Phones, 6+256GB Android 13 with 128GB Memory Card, Dual SIM/Fingerprint Lock/Face ID/GPS (Gold)",$158,4.8 out of 5 stars,8,,https://www.amazon.com/Smartphone-Unlocked-Battery-6800mAh-Fingerprint/dp/B0DK7TWP2P/ref=sr_1_250?crid=W9N9DPB9SEQA&dib=eyJ2IjoiMSJ9.8stNCfshBeUcuaCCKkg8zwyxUaR2B3JLuLEDAOH7HX8oatDKkBhqjJVjwLYQA9nPuAu5V8tEFQlmQ03tnUNgWvy1_fF7yPKWZgSWnmEdFkHGiSAZ93D37yCtqD5sN_njX9jVvhwl5qKoYP2C5djOuCpJ5gkQbflKQmdVi-zND0b7KxsuNL1JAkvUwujvIBHTUN7H_SgmzZZ2bxuT3ae2Twygp27Y2GfpDzAFOhRrgaU.Y3lYGitF_cDxK5WjHHA3hhZ1sZKJB7WQImxdbvxIvkE&dib_tag=se&keywords=smartphones&qid=1735658060&sprefix=smartphones%2Caps%2C212&sr=8-250&xpid=7-jNfIGsSwLb8,
